book_id,para_id,pali_paragraph,translation_paragraph
abh01a.att,199,"Vinaye pana suppaṭipanno bhikkhu sīlasampadaṃ nissāya tisso vijjā pāpuṇāti, tāsaṃyeva  ca tattha pabhedavacanato. Sutte suppaṭipanno samādhisampadaṃ nissāya chaḷabhiññā pāpuṇāti, tāsaṃyeva ca tattha pabhedavacanato. Abhidhamme suppaṭipanno paññāsampadaṃ nissāya catasso paṭisambhidā  pāpuṇāti tāsañca tattheva pabhedavacanato. Evametesu suppaṭipanno yathākkamena imaṃ vijjāttayachaḷabhiññācatupaṭisambhidāppabhedaṃ sampattiṃ pāpuṇāti.","Furthermore, in the Vinaya, a bhikkhu who practices well, by relying on the accomplishment of virtue, attains the three knowledges, because their distinctions are declared therein. In the Sutta, a bhikkhu who practices well, by relying on the accomplishment of concentration, attains the six higher knowledges (abhiññā), because their distinctions are declared therein. In the Abhidhamma, a bhikkhu who practices well, by relying on the accomplishment of wisdom, attains the four analytical knowledges (paṭisambhidā), and their distinctions are declared precisely therein. Thus, a bhikkhu who practices well in these ways, in due order, attains this accomplishment distinguished by the three knowledges, six higher knowledges, and four analytical knowledges."
abh01a.att,200,"Vinaye pana duppaṭipanno anuññātasukhasamphassaattharaṇapāvuraṇādiphassasāmaññato paṭikkhittesu upādinnakaphassādīsu anavajjasaññī hoti. Vuttañhetaṃ – ‘‘tathāhaṃ bhagavatā dhammaṃ desitaṃ ājānāmi, yathā yeme antarāyikā dhammā vuttā bhagavatā te paṭisevato nālaṃ antarāyāyā’’ti (pāci. 417; ma. ni. 1.234). Tato dussīlabhāvaṃ pāpuṇāti. Sutte duppaṭipanno ‘‘cattārome, bhikkhave, puggalā santo saṃvijjamānā lokasmi’’ntiādīsu (a. ni. 4.5) adhippāyaṃ ajānanto duggahitaṃ gaṇhāti. Yaṃ sandhāya vuttaṃ – ‘‘attanā duggahitena amhe ceva abbhācikkhati attānañca khanati bahuñca apuññaṃ pasavatī’’ti (pāci. 417; ma. ni. 1.236). Tato micchādiṭṭhitaṃ pāpuṇāti. Abhidhamme duppaṭipanno dhammacintaṃ atidhāvanto acinteyyānipi cinteti, tato cittakkhepaṃ pāpuṇāti. Vuttañhetaṃ – ‘‘cattārimāni, bhikkhave, acinteyyāni, na cintetabbāni, yāni cintento ummādassa vighātassa bhāgī assā’’ti (a. ni. 4.77). Evametesu duppaṭipanno yathākkamena imaṃ dussīlabhāvamicchādiṭṭhitācittakkhepappabhedaṃ vipattiṃ pāpuṇātīti. Ettāvatā ca –","However, a bhikkhu who practices poorly in the Vinaya, due to the similarity of allowable pleasant sensations like mattresses and coverings, considers blameless those prohibited sensations related to what has been grasped [by craving and wrong view], and so on. For it was said: “I understand the Dhamma taught by the Blessed One in such a way that those things declared by the Blessed One to be obstacles are not capable of being obstacles for one who indulges in them.” From that, he falls into immorality. In the Sutta, a bhikkhu who practices poorly, not understanding the intention in passages like “There are, bhikkhus, these four types of individuals existing, found in the world,” grasps a wrong view. Concerning which it was said: “By his wrong grasping, he slanders us and digs up himself, and brings forth much demerit.” From that, he falls into wrong view. In the Abhidhamma, a bhikkhu who practices poorly, overreaching in Dhamma contemplation, contemplates even the inconceivable, and from that, he falls into mental distraction. For it was said: “There are, bhikkhus, these four inconceivables; they should not be contemplated, for contemplating them would lead one to madness and vexation.” Thus, a bhikkhu who practices poorly in these ways, in due order, falls into this misfortune distinguished by immorality, wrong view, and mental distraction. And by this much –"
abh01a.att,201,"Pariyattibhedaṃ sampattiṃ, vipattiñcāpi yaṃ yahiṃ;","The kinds of Pariyatti, the accomplishments, and also the misfortunes that a bhikkhu attains in each, all of that too is explained."
abh01a.att,202,"Pāpuṇāti yathā bhikkhu, tampi sabbaṃ vibhāvayeti.","The kinds of Pariyatti, the accomplishments, and also the misfortunes that a bhikkhu attains in each, all of that too is explained."
abh01a.att,203,Ayampi gāthā vuttatthā hoti. Evaṃ nānappakārato piṭakāni ñatvā tesaṃ vasena sabbampetaṃ saṅgayhamānaṃ tīṇi piṭakāni honti.,"This stanza too has its meaning expounded. Having thus known the Piṭakas in various ways, all of this Dhamma, when compiled according to them, comprises the three Piṭakas."
abh01a.att,204,Kathaṃ  nikāyato pañca nikāyāti? Sabbameva hetaṃ dīghanikāyo majjhimanikāyo saṃyuttanikāyo aṅguttaranikāyo khuddakanikāyoti pañcappabhedaṃ hoti. Tattha katamo dīghanikāyo? Tivaggasaṅgahāni brahmajālādīni catuttiṃsa suttāni.,"How, by way of Nikāya, are there five Nikāyas? All of this Dhamma is indeed divided into five kinds: Dīgha Nikāya, Majjhima Nikāya, Saṃyutta Nikāya, Aṅguttara Nikāya, and Khuddaka Nikāya. Among these, which is the **Dīgha Nikāya**? The thirty-four suttas, such as the Brahmajāla Sutta, compiled in three vaggas."
abh01a.att,205,"Catuttiṃseva  suttantā, tivaggo yassa saṅgaho;","Thirty-four suttas, of which there are three vaggas collected;"
abh01a.att,206,"Esa dīghanikāyoti, paṭhamo anulomiko.","This is called the Dīgha Nikāya, the first, in accordance with its meaning."
abh01a.att,207,"Kasmā  panesa dīghanikāyoti vuccati? Dīghappamāṇānaṃ suttānaṃ samūhato nivāsato ca. Samūhanivāsā hi nikāyoti vuccanti. ‘‘Nāhaṃ, bhikkhave, aññaṃ ekanikāyampi samanupassāmi evaṃ cittaṃ yathayidaṃ, bhikkhave, tiracchānagatā pāṇā (saṃ. ni. 3.100), poṇikanikāyo, cikkhallikanikāyo’’ti. Evamādīni cettha sādhakāni sāsanato lokato ca. Evaṃ sesānampi nikāyabhāve vacanattho veditabbo.","But why is it called Dīgha Nikāya? Because it is a collection and abode of long suttas. For collections and abodes are called nikāyas. “Bhikkhus, I do not see any other single *nikāya* (group/species) so diverse as these land-dwelling creatures, bhikkhus. The *poṇika-nikāya*, the *cikkhallika-nikāya*.” Such examples serve as proof from the Canon and from common usage. Thus, the etymological meaning of the term *nikāya* should be understood for the other nikāyas as well."
abh01a.att,208,Katamo majjhimanikāyo? Majjhimappamāṇāni pañcadasavaggasaṅgahāni mūlapariyāyasuttādīni diyaḍḍhasataṃ dve ca suttāni.,"Which is the **Majjhima Nikāya**? The one hundred and fifty-two suttas of medium length, such as the Mūlapariyāya Sutta, compiled in fifteen vaggas."
abh01a.att,209,"Diyaḍḍhasatasuttantā, dve ca suttāni yattha so;",That in which there are one hundred and fifty-two suttas;
abh01a.att,210,"Nikāyo majjhimo pañca, dasavaggapariggaho.",That Majjhima Nikāya encompasses fifteen vaggas.
abh01a.att,211,Katamo saṃyuttanikāyo? Devatāsaṃyuttādivasena ṭhitāni oghataraṇādīni satta suttasahassāni satta suttasatāni ca dvāsaṭṭhi ca suttāni.,"Which is the **Saṃyutta Nikāya**? Seven thousand seven hundred and sixty-two suttas, such as the Oghataraṇa Sutta, arranged according to saṃyuttas (connected discourses) like the Devatā Saṃyutta."
abh01a.att,212,"Satta suttasahassāni, satta suttasatāni ca;","Seven thousand suttas, and seven hundred suttas;"
abh01a.att,213,"Dvāsaṭṭhi ceva suttantā, eso saṃyuttasaṅgaho.",And sixty-two suttas – this is the compilation of the Saṃyutta.
abh01a.att,214,Katamo aṅguttaranikāyo? Ekekaaṅgātirekavasena ṭhitāni cittapariyādānādīni nava suttasahassāni pañca suttasatāni sattapaññāsañca suttāni.,"Which is the **Aṅguttara Nikāya**? Nine thousand five hundred and fifty-seven suttas, such as the Cittapariyādāna Sutta, arranged in increasing numerical order of factors."
abh01a.att,215,"Nava suttasahassāni, pañca suttasatāni ca;","Nine thousand suttas, and five hundred suttas;"
abh01a.att,216,"Sattapaññāsasuttāni, saṅkhyā aṅguttare ayaṃ.",Fifty-seven suttas – this is the count in the Aṅguttara.
abh01a.att,217,"Katamo  khuddakanikāyo? Sakalaṃ vinayapiṭakaṃ, abhidhammapiṭakaṃ, khuddakapāṭha, dhammapadādayo  ca pubbe dassitā pañcadasappabhedā; ṭhapetvā cattāro nikāye avasesaṃ buddhavacananti.","Which is the **Khuddaka Nikāya**? The entire Vinaya Piṭaka, the Abhidhamma Piṭaka, and the fifteen divisions previously shown, such as the Khuddakapāṭha and Dhammapada; that is, all the Buddha-word apart from the four [great] Nikāyas."
abh01a.att,218,"Ṭhapetvā caturopete, nikāye dīghaādike;","Apart from these four great Nikāyas,"
abh01a.att,219,"Tadaññaṃ buddhavacanaṃ, nikāyo khuddako matoti.",The rest of the Buddha-word is understood as the Khuddaka Nikāya.
abh01a.att,220,Evaṃ nikāyato pañca nikāyā honti.,"Thus, by way of Nikāya, there are five Nikāyas."
abh01a.att,221,"Kathaṃ  aṅgavasena navaṅgānīti? Sabbameva hidaṃ ‘suttaṃ geyyaṃ veyyākaraṇaṃ gāthā udānaṃ itivuttakaṃ jātakaṃ abbhutadhammaṃ vedalla’nti navappabhedaṃ hoti. Tattha ubhatovibhaṅganiddesakhandhakaparivārā suttanipāte maṅgalasuttaratanasuttanālakasuttatuvaṭṭakasuttāni aññampi ca suttanāmakaṃ tathāgatavacanaṃ suttanti veditabbaṃ. Sabbampi sagāthakaṃ suttaṃ geyyanti veditabbaṃ. Visesena saṃyuttanikāye sakalopi sagāthāvaggo. Sakalampi abhidhammapiṭakaṃ, niggāthakaṃ suttaṃ, yañca aññampi aṭṭhahi aṅgehi asaṅgahitaṃ buddhavacanaṃ, taṃ veyyākaraṇanti veditabbaṃ. Dhammapadaṃ theragāthā therīgāthā suttanipāte nosuttanāmikā suddhikagāthā ca gāthāti veditabbā. Somanassañāṇamayikagāthāppaṭisaṃyuttā dvāsīti suttantā udānanti veditabbaṃ. ‘Vuttañhetaṃ bhagavatā’tiādinayappavattā (itivu. 1) dasuttarasatasuttantā itivuttakanti veditabbaṃ. Apaṇṇakajātakādīni paññāsādhikāni pañca jātakasatāni jātakanti veditabbaṃ. ‘‘Cattārome, bhikkhave, acchariyā abbhutā dhammā ānande’’tiādinayapavattā (dī. ni. 2.209; a. ni. 4.129) sabbepi acchariyaabbhutadhammappaṭisaṃyuttā suttantā abbhutadhammanti veditabbaṃ.","How, by way of aṅgas (constituents), are there nine aṅgas? All of this Buddha-word is indeed of nine kinds: Sutta, Geyya, Veyyākaraṇa, Gāthā, Udāna, Itivuttaka, Jātaka, Abbhutadhamma, and Vedalla. Among these, the Ubhatovibhaṅga, Niddesa, Khandhakas, and Parivāra; the Maṅgala Sutta, Ratana Sutta, Nāḷaka Sutta, Tuvaṭṭaka Sutta in the Sutta Nipāta; and any other Buddha-word named Sutta, should be understood as **Sutta**. All suttas with verses should be understood as **Geyya**. Especially, the entire Sagāthā Vagga in the Saṃyutta Nikāya. The entire Abhidhamma Piṭaka, suttas without verses, and any other Buddha-word not included in the other eight constituents, should be understood as **Veyyākaraṇa**. The Dhammapada, Theragāthā, Therīgāthā, and the pure verses in the Sutta Nipāta that are not named suttas, should be understood as **Gāthā**. The eighty-two suttas connected with verses expressing joy and wisdom should be understood as **Udāna**. The one hundred and ten suttas that begin with phrases like “This was said by the Blessed One” should be understood as **Itivuttaka**. The five hundred and fifty Jātakas, such as the Apaṇṇaka Jātaka, should be understood as **Jātaka**. All suttas connected with wondrous and marvellous phenomena, such as those beginning “Bhikkhus, these four wondrous, marvellous phenomena exist in Ānanda,” should be understood as **Abbhutadhamma**."
abh01a.att,222,Cūḷavedallamahāvedallasammādiṭṭhisakkapañhasaṅkhārabhājanīyamahāpuṇṇamasuttādayo sabbepi vedañca tuṭṭhiñca laddhā laddhā pucchitasuttantā vedallanti veditabbaṃ. Evametaṃ aṅgato navaṅgāni.,"The Cūḷavedalla, Mahāvedalla, Sammādiṭṭhi, Sakka Pañha, Saṅkhārabhājanīya, Mahāpuṇṇama Suttas, and others, all suttas that were questioned again and again after gaining knowledge and satisfaction, should be understood as **Vedalla**. Thus, by way of aṅgas, these are the nine aṅgas."
abh01a.att,223,Kathaṃ dhammakkhandhato caturāsīti dhammakkhandhasahassānīti? Sabbameva hidaṃ buddhavacanaṃ.,"How, by way of Dhamma-khandhas, are there eighty-four thousand Dhamma-khandhas? All of this is indeed the Buddha-word."
abh01a.att,224,"‘‘Dvāsīti  buddhato gaṇhiṃ, dve sahassāni bhikkhuto;","“Eighty-two thousand I received from the Buddha, two thousand from bhikkhus;"
abh01a.att,225,"Caturāsīti sahassāni, ye me dhammā pavattino’’ti.(theragā. 1027);",Eighty-four thousand Dhamma-khandhas are those that pertain to me.”
abh01a.att,226,"Evaṃ paridīpitadhammakkhandhavasena caturāsītisahassappabhedaṃ hoti. Tattha ekānusandhikaṃ suttaṃ eko dhammakkhandho. Yaṃ anekānusandhikaṃ tattha anusandhivasena dhammakkhandhagaṇanā. Gāthābandhesu pañhāpucchanaṃ eko dhammakkhandho, vissajjanaṃ eko. Abhidhamme ekamekaṃ tikadukabhājanaṃ ekamekañca cittavārabhājanaṃ eko dhammakkhandho. Vinaye atthi vatthu, atthi mātikā, atthi padabhājanīyaṃ, atthi āpatti, atthi anāpatti, atthi  antarāpatti, atthi tikacchedo. Tattha ekameko koṭṭhāso ekameko dhammakkhandhoti veditabbo. Evaṃ dhammakkhandhato caturāsīti dhammakkhandhasahassāni.","Thus, by way of the aggregates of Dhamma expounded, it has eighty-four thousand divisions. Therein, a Sutta with a single continuity is one Dhammakkhandha. And that which has many continuities, therein, the reckoning of Dhammakkhandhas is by way of the continuities. In compositions of verses, the questioning of a problem is one Dhammakkhandha, and the answering is one. In the Abhidhamma, each division of Tika and Duka, and each division of cittavāra, is one Dhammakkhandha. In the Vinaya, there is the origin-story, there is the mātikā, there is the word-by-word analysis, there is an offence, there is no offence, there is an intermediate offence, there is a Tika section. Therein, each of these sections is to be understood as one Dhammakkhandha. Thus, in terms of Dhammakkhandhas, there are eighty-four thousand Dhammakkhandhas."
abh01a.att,227,"Evametaṃ sabbampi buddhavacanaṃ pañcasatikasaṅgītikāle saṅgāyantena mahākassapappamukhena vasīgaṇena ayaṃ dhammo ayaṃ vinayo, idaṃ paṭhamabuddhavacanaṃ, idaṃ majjhimabuddhavacanaṃ, idaṃ pacchimabuddhavacanaṃ, idaṃ vinayapiṭakaṃ, idaṃ suttantapiṭakaṃ, idaṃ abhidhammapiṭakaṃ, ayaṃ dīghanikāyo…pe… ayaṃ khuddakanikāyo, imāni suttādīni navaṅgāni, imāni caturāsīti dhammakkhandhasahassānīti imaṃ pabhedaṃ vavatthapetvāva saṅgītaṃ. Na kevalañca imameva aññampi uddānasaṅgahavaggasaṅgahapeyyālasaṅgahaekanipātadukanipātādinipātasaṅgahasaṃyuttasaṅgaha paṇṇāsasaṅgahādianekavidhaṃ, tīsu piṭakesu sandissamānaṃ saṅgahappabhedaṃ vavatthapetvāva sattahi māsehi saṅgītaṃ.","And so, the entire Buddha-word, at the time of the First Council by the five hundred Arahants, was recited by the assembly of adepts led by Venerable Mahākassapa, having distinguished this division as: “This is Dhamma, this is Vinaya; this is the Buddha’s first utterance, this is the Buddha’s middle utterance, this is the Buddha’s last utterance; this is the Vinaya Piṭaka, this is the Suttanta Piṭaka, this is the Abhidhamma Piṭaka; this is the Dīgha Nikāya… and so on… this is the Khuddaka Nikāya; these Suttas, etc., are the nine divisions; these are the eighty-four thousand Dhammakkhandhas.” Not only this distinction, but also many other kinds of distinctions seen in the three Piṭakas, such as the Uddāna-saṅgaha (summary of contents), Vagga-saṅgaha (chapter summary), Peyyāla-saṅgaha (repetition summary), Ekanipāta, Dukanipāta, etc., and Saṃyutta-saṅgaha (connected discourses summary), Paṇṇāsa-saṅgaha (fifty discourses summary), etc., were all distinguished and then recited during those seven months."
abh01a.att,228,Saṅgītipariyosāne cassa idaṃ mahākassapattherena dasabalassa sāsanaṃ pañcavassasahassaparimāṇakālaṃ pavattanasamatthaṃ katanti sañjātappamodā sādhukāraṃ viya dadamānā ayaṃ mahāpathavī udakapariyantaṃ katvā anekappakāraṃ kampi saṅkampi sampakampi sampavedhi. Anekāni ca acchariyāni pāturahesuṃ.,"At the conclusion of that Council, with great joy, as if giving a cheer for the Elder Mahākassapa having made the Dispensation of the Ten-Powered One capable of lasting for a period of five thousand years, this great earth, down to its watery foundation, quaked, trembled, shook, and violently shook in many ways. And many wonders appeared."
abh01a.att,229,"Evaṃ saṅgīte panettha ayaṃ abhidhammo piṭakato abhidhammapiṭakaṃ, nikāyato khuddakanikāyo, aṅgato  veyyākaraṇaṃ, dhammakkhandhato katipayāni dhammakkhandhasahassāni honti.","Thus, in the Dhamma recited at the Council, this Abhidhamma is, by Piṭaka, the Abhidhamma Piṭaka; by Nikāya, the Khuddaka Nikāya; by aṅga (division), Veyyākaraṇa; and by Dhammakkhandha, it consists of several thousands of Dhammakkhandhas."
abh01a.att,230,"Taṃ  dhārayantesu bhikkhūsu pubbe eko bhikkhu sabbasāmayikaparisāya nisīditvā abhidhammato suttaṃ āharitvā dhammaṃ kathento ‘‘rūpakkhandho abyākato, cattāro khandhā siyā kusalā siyā akusalā siyā abyākatā; dasāyatanā abyākatā, dve āyatanā siyā kusalā siyā akusalā siyā abyākatā; soḷasa dhātuyo abyākatā, dve dhātuyo siyā kusalā siyā akusalā siyā abyākatā; samudayasaccaṃ akusalaṃ, maggasaccaṃ kusalaṃ, nirodhasaccaṃ abyākataṃ, dukkhasaccaṃ siyā kusalaṃ siyā akusalaṃ siyā abyākataṃ; dasindriyā abyākatā, domanassindriyaṃ akusalaṃ, anaññātaññassāmītindriyaṃ kusalaṃ, cattāri indriyāni siyā kusalā siyā abyākatā, cha  indriyāni siyā kusalā siyā akusalā siyā abyākatā’’ti dhammakathaṃ kathesi.","Among the bhikkhus who memorized it, previously one bhikkhu sat in an assembly of those versed in all nikāyas and, extracting a Sutta from the Abhidhamma, taught the Dhamma, saying: “The rūpakkhandha is indeterminate. The four khandhas may be wholesome, unwholesome, or indeterminate. The ten āyatanas are indeterminate. The two āyatanas (mind-base, dhamma-base) may be wholesome, unwholesome, or indeterminate. The sixteen dhātus are indeterminate. The two dhātus (mind-consciousness element, dhamma element) may be wholesome, unwholesome, or indeterminate. The truth of origination is unwholesome, the truth of the path is wholesome, the truth of cessation is indeterminate, the truth of suffering may be wholesome, unwholesome, or indeterminate. The ten indriyas are indeterminate, the indriya of displeasure is unwholesome, the indriya of knowing the unknown is wholesome, the four indriyas (faith, mindfulness, concentration, wisdom) may be wholesome or indeterminate, the six indriyas (mind, joy, equanimity, energy, life, concentration) may be wholesome, unwholesome, or indeterminate.”"
abh01a.att,231,"Tasmiṃ ṭhāne eko bhikkhu nisinno ‘dhammakathika tvaṃ sineruṃ parikkhipanto viya dīghasuttaṃ āharasi, kiṃ suttaṃ nāmeta’nti āha. ‘Abhidhammasuttaṃ nāma, āvuso’ti. ‘Abhidhammasuttaṃ kasmā āharasi? Kiṃ aññaṃ buddhabhāsitaṃ suttaṃ āharituṃ na vaṭṭatī’ti? ‘Abhidhammo kena bhāsito’ti? ‘Na eso buddhabhāsito’ti. ‘Kiṃ pana te, āvuso, vinayapiṭakaṃ uggahita’nti? ‘Na uggahitaṃ, āvuso’ti. ‘Avinayadhāritāya maññe tvaṃ ajānanto evaṃ vadesī’ti. ‘Vinayamattameva, āvuso, uggahita’nti. ‘Tampi te duggahitaṃ, parisapariyante nisīditvā niddāyantena uggahitaṃ bhavissati; tumhādise hi pabbājento vā upasampādento vā sātisāro hoti’. ‘Kiṃ kāraṇā’? Vinayamattassapi duggahitattā; vuttañhetaṃ – ‘‘tattha anāpatti, na vivaṇṇetukāmo iṅgha tāva, āvuso, suttantaṃ vā gāthāyo vā abhidhammaṃ vā pariyāpuṇassu, pacchāpi vinayaṃ pariyāpuṇissasī’’ti (pāci. 442) bhaṇati. ‘‘Suttante okāsaṃ kārāpetvā abhidhammaṃ vā vinayaṃ vā pucchati, abhidhamme okāsaṃ kārāpetvā suttantaṃ vā vinayaṃ vā pucchati, vinaye okāsaṃ kārāpetvā suttantaṃ vā abhidhammaṃ vā pucchatī’’ti (pāci. 1221). ‘Tvaṃ pana ettakampi na jānāsī’ti ettakenapi paravādī niggahito hoti.","At that place, one bhikkhu, seated, said to the Dhamma-speaker: “Dhamma-speaker, you are bringing forth a very long Sutta, as if circumambulating Mount Sineru. What is this Sutta called?” “It is called the Abhidhamma Sutta, friend.” “Why do you bring forth the Abhidhamma Sutta? Is it not proper to bring forth any other Sutta spoken by the Buddha?” “By whom was the Abhidhamma spoken?” “That was not spoken by the Buddha,” he said. “Friend, have you learned the Vinaya Piṭaka?” “No, friend, I have not learned it.” “It seems you speak thus unknowingly, due to not being a Vinaya-holder.” “Only a small part of the Vinaya, friend, have I learned.” “Even that you have learned badly; it must have been learned while sitting and dozing at the edge of the assembly; for those who ordain or give higher ordination to individuals like you incur an offense.” “For what reason?” Because even a small part of the Vinaya was learned badly; for it is said: “There is no offense for one who does not wish to criticize, saying: ‘Come now, friend, first learn a Suttanta, or verses, or the Abhidhamma, and afterwards you may learn the Vinaya.’” “Having been given permission in the Suttanta, one asks about the Abhidhamma or the Vinaya; having been given permission in the Abhidhamma, one asks about the Suttanta or the Vinaya; having been given permission in the Vinaya, one asks about the Suttanta or the Abhidhamma.” “But you do not even know this much,” and with this much, the opponent was subdued."
abh01a.att,232,"Mahāgosiṅgasuttaṃ pana itopi balavataraṃ. Tatra hi dhammasenāpati sāriputtatthero aññamaññaṃ pucchitapañhañca vissajjanañca ārocetuṃ satthu santikaṃ gantvā mahāmoggallānattherassa vissajjanaṃ ārocento ‘‘idhāvuso  sāriputta, dve bhikkhū abhidhammakathaṃ kathenti, te aññamaññaṃ pañhaṃ pucchanti, aññamaññassa pañhaṃ puṭṭhā vissajjenti, no ca saṃsādenti, dhammī ca nesaṃ kathāpavattinī hoti, evarūpena kho, āvuso, sāriputta, bhikkhunā gosiṅgasālavanaṃ sobheyyā’’ti (ma. ni. 1.343) āha. Satthā ābhidhammikā nāma mama sāsane paribāhirāti avatvā suvaṇṇāliṅgasadisaṃ gīvaṃ unnāmetvā puṇṇacandasassirīkaṃ mahāmukhaṃ pūretvā brahmaghosaṃ nicchārento ‘‘sādhu sādhu  sāriputtā’’ti mahāmoggallānattherassa sādhukāraṃ datvā ‘‘yathā taṃ moggallāno ca sammā byākaramāno byākareyya, moggallāno hi sāriputta dhammakathiko’’ti (ma. ni. 1.343) āha. Ābhidhammikabhikkhūyeva kira dhammakathikā nāma, avasesā dhammakathaṃ kathentāpi na dhammakathikā. Kasmā? Te hi dhammakathaṃ kathentā kammantaraṃ vipākantaraṃ rūpārūpaparicchedaṃ dhammantaraṃ āloḷetvā kathenti. Ābhidhammikā pana dhammantaraṃ na āloḷenti. Tasmā ābhidhammiko bhikkhu dhammaṃ kathetu vā mā vā, pucchitakāle pana pañhaṃ kathessatīti. Ayameva ekantadhammakathiko nāma hoti. Idaṃ sandhāya satthā sādhukāraṃ datvā ‘sukathitaṃ moggallānenā’ti āha.","However, the Mahāgosiṅga Sutta is even more powerful than this. For there, the Dhamma-commander, **Venerable Sāriputta**, went to the Teacher to report the questions asked and answers given by each other, and when reporting Venerable Mahāmoggallāna’s answer, he said: “Here, friend Sāriputta, two bhikkhus speak on the Abhidhamma, they question each other, and having been questioned, they answer each other, and they do not falter; and their Dhamma-talk proceeds according to Dhamma. A bhikkhu of such a kind, friend Sāriputta, would adorn the Gosiṅga Sāla Grove.” The Teacher did not say that Abhidhammikas are outside of my Dispensation, but raising his neck like a golden yoke, filling his great mouth radiant like the full moon, emitting a Brahma-voice, he gave a cheer to Venerable Mahāmoggallāna, saying: “Well done, well done, Sāriputta!” and then said: “As Moggallāna might correctly expound, Moggallāna is indeed a Dhamma-speaker, Sāriputta.” Indeed, only Abhidhamma bhikkhus are called Dhamma-speakers; the others, even when speaking Dhamma, are not Dhamma-speakers. Why? For when they speak Dhamma, they mix up different kamma, different vipāka, distinctions of matter and mind, and different dhammas. But Abhidhamma practitioners do not mix up different dhammas. Therefore, whether an Abhidhamma bhikkhu speaks Dhamma or not, when questioned, he will answer the problem. This one alone is called a true Dhamma-speaker. Bearing this in mind, the Teacher gave a cheer and said, “Well spoken by Moggallāna.”"
abh01a.att,233,"Abhidhammaṃ paṭibāhento imasmiṃ jinacakke pahāraṃ deti, sabbaññutaññāṇaṃ paṭibāhati, satthu vesārajjaññāṇaṃ paṭinivatteti, sotukāmaṃ parisaṃ visaṃvādeti, ariyamagge āvaraṇaṃ bandhati, aṭṭhārasasu bhedakaravatthūsu ekasmiṃ sandissati ukkhepanīyakammatajjanīyakammāraho hoti. Taṃ taṃ kammaṃ katvā uyyojetabbo ‘gaccha vighāsādo hutvā jīvissasī’ti.","Whoever rejects the Abhidhamma strikes a blow at this Dispensation of the Buddha, rejects the omniscience of the Buddha, makes the Buddha’s knowledge of self-confidence retreat, deceives the audience desirous of hearing the Dhamma, creates an obstruction to the noble path, and is considered as falling under one of the eighteen schism-causing factors, thus becoming liable to the acts of suspension (ukkhepanīya kamma) and admonition (tajjanīya kamma). Having performed such an act, he should be sent away with the words, ‘Go, you shall live by eating scraps!’"
